id,prompt
11,自动驾驶前视摄像头，伦敦皮卡迪利广场环岛进入。右驾视角画面与通常左驾相反。一辆红色双层巴士在前方环岛内侧行驶挡住右侧视线。电子广告屏的彩色光映在湿润路面上。黑色出租车从左侧汇入环岛。行人在斑马线上快步通过。阴雨天光线平淡画面灰调偏冷。
12,行车记录仪清晨画面，成都三环路早高峰。前方一辆满载蔬菜的三轮车摇摇晃晃行驶在最右车道几棵白菜从车上滚落到路面。后方车辆纷纷避让变道。太阳刚升起逆光从高架桥缝隙间闪烁形成频闪效果。公交站台上挤满等车的上班族。普通行车记录仪画质时间水印可见。
13,自动驾驶摄像头画面，沙尘暴中的利雅得城市快速路。黄色沙尘将能见度降至百米以内天空呈现诡异的橙黄色。前方车辆双闪灯在沙雾中闪烁。路面覆盖薄薄一层细沙。一块广告牌被大风吹得剧烈摇晃支架变形。画面整体呈现黄棕色调传感器受沙尘干扰出现噪点。
14,车载摄像头雨后画面，新加坡乌节路购物区缓行。路面积水如镜反射两侧商场巨型LED屏幕的广告画面形成完美对称倒影。一位打伞的女性突然从路边商店冲出横穿马路。前方出租车急停溅起弧形水花。热带雨后空气中弥漫水汽远处建筑轮廓微微模糊。画面色彩饱和湿润感强。
15,行车记录仪夜间画面，重庆解放碑附近盘山道驾驶。连续发卡弯道路极窄对向来车大灯直射镜头产生严重眩光。下方是密密麻麻的城市灯火如星海。一辆摩托车从弯道盲区突然冲出险些正面相遇。山体挡墙上的反光标贴在车灯下依次闪过。画面因弯道驾驶轻微倾斜晃动。
16,自动驾驶感知画面，暴风雪中的蒙特利尔高速公路。道路已被白雪完全覆盖车道线完全不可见。前方除雪车闪烁橙色警示灯缓慢作业抛出的雪块砸在道路两侧。跟车距离极近因为远处完全被暴雪遮蔽。路牌上积满厚雪文字不可辨认。传感器受雪干扰画面出现白色斑点。
17,车载摄像头正午画面，开罗解放广场交通混乱。至少五条车道的车辆完全无视标线随意穿插。一辆驴车夹在两辆现代汽车之间慢悠悠前行。行人在滚滚车流中见缝插针穿越马路。远处清真寺宣礼塔在烈日下清晰可见。汽车喇叭声此起彼伏。强烈日光使画面高对比过曝。
18,行车记录仪黎明画面，日本北海道国道沿海公路行驶。右侧是灰蓝色的太平洋海面远处渔船灯光闪烁。一只鹿突然从左侧树林跳出横穿道路紧急刹车。鹿在车灯照射下眼睛反射出绿色光点。路面上散落的落叶被车辆气流卷起。天际线微微泛橙。画质带有黎明低光噪点。
19,自动驾驶前视摄像头，午后雷阵雨前的曼谷素坤逸路。天空半边乌云半边蓝天形成戏剧性光线。一辆突突车在前方突然U字掉头逼停本车道。远处闪电劈下照亮整个天际。路边七彩出租车排成长队。大型购物中心的LED招牌在阴暗天空下格外醒目。闪电瞬间画面过曝。
20,车载摄像头傍晚画面，伊斯坦布尔跨博斯普鲁斯海峡大桥行驶。左侧窗外可见海峡上的渡轮和远处欧洲岸的灯火。前方密集车流缓慢移动。一辆黄色出租车在车流中连续变道。大桥悬索在暮色中如黑色琴弦。落日余晖将海峡水面染成金红色从桥侧可见。逆光剪影画面。
21,自动驾驶摄像头画面，美国66号公路笔直路段。前方道路如标尺般延伸至沙漠地平线消失点。路面热浪使远处路面产生液态折射效果。一只郊狼从路右侧灌木丛窜出小跑穿过道路消失在左侧。路边废弃加油站的锈蚀招牌在风中吱呀摇晃。画面因强烈日照色彩偏黄过曝。
22,行车记录仪画面，挪威大西洋之路弯曲桥梁上行驶。巨浪从桥侧涌上路面海水覆盖道路数秒。前方车辆紧急停车红灯亮起。桥面在浪涌冲击下微微震动画面轻微晃动。灰色天空与灰色海面几乎融为一体。远处下一座弧形桥梁在浪花中若隐若现。阴天画面色调冷灰。
23,车载摄像头秋季画面，美国佛蒙特州乡间公路行驶。两侧枫树形成火红金黄色隧道落叶在车辆气流中旋转飞舞。前方一辆农用拖拉机慢速行驶无法超车。拖拉机后方挂着满载南瓜的拖斗几个南瓜在颠簸中滚动。白色尖顶教堂在远处红叶间露出。柔和秋日光线色彩温暖饱和。
24,自动驾驶前视摄像头，暴雨中的泰国乡间公路。路面积水严重车辆半淹在水中缓慢前行。前方一头水牛站在齐腹深的水中挡在路中央。摩托车骑手脚踩在座位上试图不让鞋子沾水。路边稻田已完全被洪水淹没只露出稻穗顶部。雨刮器全速运转画面仍模糊。原始传感器画质。
25,行车记录仪夜间画面，澳大利亚内陆斯图尔特公路深夜行驶。车灯只能照亮前方五十米之外是完全的漆黑。一只巨大的袋鼠突然出现在路中央反射出明亮的眼睛紧急制动。袋鼠受惊后一跳消失在黑暗中。银河在远处天际清晰可见。路面上散布的动物尸体残骸偶尔出现在车灯下。
26,车载摄像头清晨画面，冰岛一号环岛公路。前方道路穿越黑色火山熔岩地貌寸草不生。一阵强侧风将火山灰扬起如黑色雾幕横扫道路。远处一座正在喷发的火山口升起灰色烟柱。路面被火山灰覆盖轮胎印痕清晰可见。偶尔经过蒸汽地热口白色蒸汽从路边喷出。荒凉画面。
27,自动驾驶感知摄像头，中国西藏219国道高海拔路段。海拔五千米以上的荒凉高原公路前方一群藏羚羊横穿道路车辆停车等待。蔚蓝天空下远处雪山连绵。路面因冻融循环严重开裂坑洼不断。一辆军绿色卡车在对向车道缓慢通过扬起尘土。紫外线强烈画面色彩过于浓烈。
28,行车记录仪画面，日本北海道冬季暴风雪国道。道路两侧积雪高过车顶形成白色走廊。前方扫雪车的旋转刀头将积雪抛向路侧形成白色弧线。跟车缓行视野被扬起的雪雾遮挡。偶尔经过没有积雪遮挡的路段可见远处白茫茫的雪原。车内暖风在镜头边缘形成轻微雾气。
29,车载摄像头午后画面，阿根廷巴塔哥尼亚40号公路。笔直的碎石路面在强烈侧风中行驶车身被风推得偏向。路边一棵被常年西风吹歪的旗形树。前方一群原驼横穿道路不紧不慢。远处安第斯山脉雪峰在蓝天下清晰。碎石被轮胎弹起打在底盘上。画面因风力微微晃动。
30,自动驾驶摄像头黄昏画面，美国犹他州163号公路纪念碑谷路段。标志性的笔直公路向前方红色岩柱延伸。巨大的砂岩纪念碑在落日中呈现深红色剪影。前方一辆摩托车骑手站立骑行享受风景。路面上的沙尘被风卷起横扫画面。金色逆光使画面产生强烈镜头光晕。
31,行车记录仪大雾画面，英国科茨沃尔德乡间小路。浓雾中能见度不到二十米。一群绵羊突然出现在路上由牧羊犬驱赶缓慢通过。牧羊人穿着绿色雨衣挥手示意停车。石砌矮墙和古老的橡树在雾中如幽灵般若隐若现。画面整体灰白色调带有大雾天特有的柔和光线。
32,车载摄像头画面，中国云南怒江七十二拐盘山道下行。连续发卡弯道一侧是悬崖深谷另一侧是垂直山壁。前方一辆满载木材的大卡车占据弯道大半路面。对向来车在弯道内侧会车间距极小。远处可见下方数十个之字形弯道和谷底的河流。画面随弯道连续倾斜。高海拔强紫外线。
33,自动驾驶前视摄像头，纳米比亚红沙漠穿越。未铺装的碎石路面在巨大红色沙丘之间穿行。前方一只跳羚突然从沙丘后方跳出横跨道路。红色沙尘被风卷起形成低矮的沙幕。路面搓板路导致画面持续高频震动。远处沙丘如红色波浪延伸至地平线。午后强烈阳光画面过曝。
34,行车记录仪夜间画面，芬兰拉普兰地区冬季极夜公路。天空中北极光活跃绿色光幕在公路上方舞动。路面结冰反射出极光的绿色光芒。前方一群驯鹿挡在路上眼睛在车灯中反射出明亮光点。路边的反光雪杆指示着被雪覆盖的路缘。极夜中只有车灯和极光提供照明噪点严重。
35,车载摄像头正午画面，墨西哥下加州沿海公路。右侧是太平洋湛蓝海面白浪拍岸。一只海狮横卧在道路中央晒太阳不愿移动。前方已有数辆车停下等候。路面被海水侵蚀边缘碎裂露出沙土。远处海面上灰鲸喷出的水柱在阳光中可见。强烈海风吹动路边灌木画面略微抖动。
36,自动驾驶摄像头画面，非洲肯尼亚马赛马拉保护区土路。一只大象正在道路正中缓缓行走不让路。象臀部几乎占满整个路面。跟车保持安全距离缓行。象脚踏起的红色泥土扬起薄雾。远处金合欢树间隐约可见长颈鹿的长颈。路面坑洼不平画面持续颠簸震动。红土灰尘染色镜头。
37,行车记录仪暴风画面，日本四国�的山区国道。台风过境期间树枝和树叶被狂风卷起砸在挡风玻璃上。前方一棵大树被连根拔起倒在路面完全阻断交通。暴雨如注能见度极低。路边山坡有小型泥石流滑入路面。警察车辆的红色灯光在雨帘后方模糊闪烁。画面严重抖动水珠满镜头。
38,车载摄像头黎明画面，苏格兰A82公路沿尼斯湖行驶。湖面上薄雾缭绕晨光将水面染成银灰色。路边一只雄鹿站在公路护栏旁巨大的鹿角在晨光中如树冠。远处古堡废墟在雾中如幽灵般的剪影。路面潮湿反光苔藓从路缘石缝中长出。画面色调冷蓝绿带有清晨的宁静感。
39,自动驾驶感知画面，玻利维亚乌尤尼盐湖雨季穿越。道路与盐湖融为一体路面是一层薄水覆盖的白色盐壳。天空和地面完美对称倒影车辆如行驶在天空中。前方一辆旅游越野车溅起白色盐水花。远处完全分不清天地界线。偶尔可见盐湖中的仙人掌岛如海市蜃楼。超现实画面。
40,行车记录仪下午画面，意大利阿马尔菲海岸盘山路。极窄双向车道一侧是垂直悬崖下方蓝色地中海。前方一辆蓝色大巴占据大半路面驶来需要在悬崖边倒车让行。远处彩色房屋如积木堆叠在悬崖上。柠檬树从路边伸出枝条几乎触及车顶。强烈地中海阳光高饱和度画面。
41,自动驾驶摄像头画面，施工区域占据三车道中的两条。橙色锥桶和施工围挡缩窄通行空间。一名施工人员穿着反光背心手持停止牌在路中指挥交通。挖掘机的巨大铲斗悬在道路上方正在装载碎石。前方临时交通灯从红变绿。路面不平碎石和泥浆污染了原有车道线。白天逆光。
42,行车记录仪画面，前方发生交通事故。两辆车头对头相撞碎片散落满地。警车消防车救护车灯光交替闪烁红蓝橙。交警指挥车流绕行事故现场单车道通过。可见安全气囊弹出的白色织物挂在车窗外。路面散落的玻璃碎片在车灯下闪烁。旁观路人在路边拍照。阴天灰色光线。
43,车载摄像头画面，一辆大型混凝土搅拌车在前方缓慢行驶。巨大的搅拌罐不断缓慢旋转。一些混凝土从罐口溢出滴落在路面形成灰色污渍。搅拌车转弯时车身大幅侧倾遮挡视线。跟车太近可以看到后轮碾过路面裂缝溅出的泥水。工业区背景灰色厂房和烟囱。平淡阴天光线。
44,自动驾驶前视摄像头，高速公路上前方车辆轮胎爆胎。可见橡胶碎片从前车左后轮飞出在道路上弹跳翻滚。前车失控左右摇摆冒出白烟。本车紧急变道避让。碎裂的轮胎残片散落在车道上。后方更多车辆急刹尾灯亮成一片。画面因紧急操作轻微晃动。高速行驶运动模糊。
45,行车记录仪画面，城市道路上前方窨井盖突然被水压顶起。水柱从井中喷出数米高浇湿了路过的行人。前车紧急变道避让喷涌的水柱。市政维修车辆赶到现场工人们放置警示锥桶。路面开始积水扩散。下午阳光照在水柱上形成小型彩虹。普通行车记录仪画质。
46,车载摄像头夜间画面，前方一辆运输超宽货物的平板卡车。钢梁宽度超过车道两侧伸出红色警示灯和反光旗。押运车在前方闪烁黄色警示灯清道。对向车道车辆被迫停车等待超宽车通过。钢梁底部离地面很近几乎擦过路面隆起部分。夜间画质噪点明显灯光过曝。
47,自动驾驶摄像头画面，暴雨后山区道路。前方路面被小型山体滑坡的泥石覆盖只留半条车道可通行。一辆越野车正在泥泞中艰难通过轮胎打滑泥浆飞溅。路边山壁还在渗水小股泥流持续流下。交通管理员在现场挥旗指挥单向通行。路面泥浆深浅不一。阴天昏暗光线。
48,行车记录仪画面，一辆装满纸箱的小货车在前方急转弯时后门弹开。数十个纸箱从车厢滚落散满整条道路。后方车辆紧急刹车避让。一个纸箱正好砸在本车引擎盖上弹起翻过车顶。小货车司机毫无察觉继续前行。路面上纸箱被后续车辆碾压变形。突发状况画面真实混乱。
49,车载摄像头画面，铁路平交道口等待火车通过。红白色横杆降下警示铃声响起。一列长长的货运火车轰隆隆从面前通过。数十节车厢上的涂鸦在眼前快速闪过形成彩色条纹。火车产生的气流使道口旁的灌木剧烈摇晃。车厢间隙中可以短暂看到对面等候的车辆。平淡的正午光线。
50,自动驾驶前视摄像头，隧道入口处。从明亮的户外突然进入黑暗隧道。传感器自动调整曝光画面从过曝急速变暗再恢复正常。隧道内橙色钠灯照明将一切染成暖黄色。前方一辆摩托车的微弱尾灯是唯一参照。隧道壁上的瓷砖在灯光下反光。通风机旋转的阴影闪烁。曝光变化明显。
51,行车记录仪画面，城市快速路上一个巨大的广告气球脱落飘到道路上方。银色气球直径数米在风中摇摆随时可能坠落。多辆车减速观望。气球绳索拖在路面上被一辆SUV轮胎卷住后被拖行。远处可见气球原来固定的商场楼顶工人在挥手。荒诞的真实场景白天拍摄。
52,车载摄像头画面，前方消防车全速行驶警笛鸣响所有车辆靠边让路。消防车的红色车身和闪烁灯光占据视野中央。从后视镜可见更多应急车辆跟随。本车减速靠右停在路肩。消防车经过时气流使本车轻微晃动。远处高层建筑冒出浓烟直升机在上空盘旋。紧急状况真实画面。
53,自动驾驶摄像头画面，城市道路上前方公交车站大量乘客涌入道路截车。一位老人拄着拐杖缓慢走上公交车挡住了后方所有交通。快递三轮车从公交车右侧冒险超车差点撞上对向电动车。非机动车道被外卖车占满骑手们看手机单手骑行。典型中国城市混合交通场景。午后侧光。
54,行车记录仪冰雹画面，突然遭遇冰雹袭击。高尔夫球大小的冰雹密集砸在挡风玻璃和引擎盖上发出巨响。前方车辆纷纷在高架桥下躲避。冰雹在路面弹跳如白色乒乓球。一颗大冰雹砸裂了挡风玻璃右上角出现蛛网状裂纹。路面迅速铺满白色冰粒。画面因冲击震动。
55,车载摄像头画面，城市内涝中行驶。道路积水已经没过半个车轮前方SUV制造出巨大的V形水浪。一辆低底盘轿车熄火停在水中司机站在车顶等待救援。路边商铺门前用沙袋堵水。积水中漂浮着垃圾桶和杂物。排水口处水流形成漩涡。灰色阴天画面水面反射冷色光线。
56,自动驾驶摄像头画面，沙特阿拉伯沙漠公路夜间行驶。前方路面上一大群骆驼正在横穿道路。骆驼的身体在夜间几乎与深色路面融为一体只有眼睛反光可见。紧急制动停车等待驼群通过。远处沙漠中的油田火炬燃烧发出橙色光芒。画面极暗噪点严重只有车灯照亮范围可见。
57,行车记录仪画面，印度喜马拉雅山区单车道公路。路面仅够一辆车通过一侧是万丈深渊。对向来了一辆大巴车需要在悬崖边倒车数百米让行。车轮距离悬崖边缘不到三十厘米。下方河流在千米深的峡谷底部如细线。路面碎石不断滚落深渊。画面令人心跳加速。
58,车载摄像头黄昏画面，非洲塞内加尔达喀尔市区。一辆色彩斑斓的改装公交小巴堵在前方。车身涂满彩色图案和阿拉伯文字。车顶行李架堆满包裹和活鸡笼。乘客从车门车窗攀爬上下车。路边妇女头顶水果篮在车流中穿行叫卖。夕阳将尘土飞扬的街道染成金色。
59,自动驾驶前视摄像头，冬季的加拿大育空地区阿拉斯加公路。气温零下四十度路面形成黑冰。前方一头驼鹿站在路中央巨大的鹿角在车灯下如枝形吊灯。远处地平线上极光微弱地闪烁。排气管的白色废气在极寒中异常浓密遮挡后方视线。画面色温极冷蓝偏色明显。
60,行车记录仪正午画面，越南河内老城区摩托车洪流中。四面八方都是摩托车密集程度令人窒息。一位母亲载着三个孩子在摩托车上穿梭自如。前方红灯路口数百辆摩托挤成一团。绿灯亮起时如洪水决堤般涌出。电线在头顶如蜘蛛网密布。鱼眼镜头捕捉到极宽的混乱场景。
61,车载摄像头画面，巴西亚马逊河边的渡船公路。车辆开上简陋的木板渡船横渡浑浊河水。渡船在水流中摇晃画面随之倾斜晃动。前方一辆卡车的重量使渡船明显下沉船沿几乎与水面齐平。河中可见原木漂浮。对岸热带丛林如绿色墙壁。柴油发动机排出黑烟飘过镜头。
62,自动驾驶感知画面，摩纳哥F1赛道公共道路行驶。通过著名的费尔蒙弯发卡弯道。豪华酒店和游艇码头在弯道外侧。路面上仍保留着赛车的橡胶印痕。前方一辆兰博基尼低速炫耀排气管发出轰鸣。路边停满了法拉利保时捷等豪车。地中海阳光强烈画面高对比度。
63,行车记录仪画面，日本东京彩虹大桥遭遇突发地震。桥面开始明显晃动画面中的桥塔拉索在摇摆。前方车辆纷纷刹车停下。远处台场摩天轮在摇晃。海面上的船只也在摇摆。持续约三十秒的震动中画面不断晃动。道路裂缝扩大可见桥面接缝处的位移。真实地震记录画质。
64,车载摄像头画面，非洲坦桑尼亚塞伦盖蒂草原土路。前方一个巨大的蚂蚁丘占据了半条道路。一群猴子坐在蚁丘顶上互相理毛。车辆缓慢绕行时一只公狮从草丛中站起距离车辆不到五米。狮子瞳孔直视摄像头毫无惧意。红色泥土路面颠簸画面持续震动。午后金色光线。
65,自动驾驶摄像头画面，韩国首尔江南区暴雨引发城市内涝。地下车库入口处洪水倒灌。前方道路积水已到车窗高度多辆汽车被淹没只露出车顶。消防橡皮艇在路面上划行救援被困乘客。垃圾和杂物在浑浊水面漂浮。路灯仍亮着在水面投下倒影。画面灰暗压抑充满紧张感。
66,行车记录仪画面，巴基斯坦喀喇昆仑公路。全世界最高的铺装国际公路。前方路段被冰川融水冲毁只剩半幅路面。工人用推土机在悬崖边临时修复。七千米级雪山峰顶在蓝天中清晰可见。对向来的彩色巴基斯坦改装卡车喇叭声在峡谷中回荡。海拔四千米强烈紫外线画面过饱和。
67,车载摄像头雨天画面，哥伦比亚波哥大山区公路。暴雨中前方路段发生山体滑坡。红色泥浆携带岩石从山坡上涌下覆盖了半幅路面。一辆摩托车被泥流冲倒骑手挣扎爬起。后续车辆在泥浆边缘小心翼翼通过。救援人员穿着黄色雨衣在现场指挥。雨水和泥浆在镜头上混合。
68,自动驾驶前视摄像头，格陵兰冰盖上的碎石道路。路面是铺在永久冻土上的碎石层。前方一只北极狐在路中站立好奇注视车辆不愿让路。远处冰盖边缘的蓝色冰川舌清晰可见。道路两侧是荒凉的苔原偶见北极花。夏季白夜阳光从极低角度照射形成超长阴影。色温偏冷。
69,行车记录仪画面，尼泊尔加德满都至波卡拉公路。极其狭窄的山路上与一辆超载的大巴迎面会车。大巴车顶载客行李溢出两侧。两车以厘米级间距缓缓错车。下方是奔腾的特里苏里河。路面坑洞中积满泥水深浅不明。对面大巴乘客伸头窗外帮忙观察间距。
70,车载摄像头画面，俄罗斯西伯利亚冬季联邦公路。零下五十度的极寒中路面如溜冰场。前方一辆油罐车正在缓慢行驶排气管喷出浓密白色废气如烟雾弹。路边堆积的雪墙高过车顶。太阳几乎不升起天空呈现永恒的蓝紫色暮光。挡风玻璃边缘持续结冰影响视野。极端低温画面。
71,自动驾驶摄像头画面，中国新疆独库公路翻越天山。前方是海拔三千七百米的铁力买提达坂。积雪覆盖的发卡弯道一侧是悬崖另一侧是垂直雪壁。一辆大货车在弯道中打滑车尾甩向悬崖侧。远处天山雪峰在阳光中闪耀。路面结冰处呈现深蓝色。高反差画面强紫外线。
72,行车记录仪画面，泰国普吉岛暴风雨中行驶。热带气旋带来的狂风将路边棕榈树吹弯至近乎水平。一块广告铁皮被风撕下飞过道路差点击中前方车辆。暴雨使道路变成溪流路面积水沿坡道流淌。街边商铺卷帘门在风中剧烈拍打。远处海面白浪滔天。画面严重晃动。
73,车载摄像头画面，中国贵州山区高速公路穿越云层。驶上高架桥后突然进入云层中能见度降至零。前车尾灯完全消失在白雾中。高架桥两侧是看不见底的深谷。偶尔云层破开露出下方如模型般的村庄和梯田。出云层瞬间视野豁然开朗阳光刺眼。云层内外光线差异极大。
74,自动驾驶感知画面，马达加斯加红土路雨季。道路变成深红色泥浆河。前方一辆四驱越野车陷在泥中轮胎疯狂空转溅起红色泥浆。当地村民正在用牛拉绳索帮忙拖车。猴面包树在路边如巨人矗立。路面中央一个水坑大到无法判断深浅。画面被红色泥点污染镜头脏污严重。
75,行车记录仪画面，玻利维亚死亡之路北永加斯公路。世界上最危险的公路之一。单车道碎石路面一侧是六百米垂直悬崖无护栏。前方一辆旅游巴士在弯道处倒车让行车轮距悬崖边缘不到半米。碎石从车轮下滚落消失在深渊中数秒后听到撞击声。云雾从谷底升起。极端恐高画面。
76,自动驾驶摄像头画面，瑞士圣哥达隧道深处。全长十七公里的隧道内橙色灯光单调重复。前方一辆大货车排放的尾气在隧道中积聚形成烟雾层。通风机在头顶轰鸣旋转。紧急停车带的绿色灯光每隔五百米出现一次。隧道壁上的瓷砖反光在视野两侧快速掠过。长时间幽闭感。
77,行车记录仪画面，港珠澳大桥长距离行驶。桥面笔直延伸至海面远处消失。左右两侧是灰蓝色的伶仃洋海面上白色灯塔和桥塔依次经过。一阵强侧风使车辆微微偏移。前方进入海底隧道入口从开阔海景突然进入封闭人工岛通道。桥面反光标线在阳光下闪烁。天气晴好画面明亮。
78,车载摄像头画面，日本关门海峡海底隧道与桥梁衔接段。从海底隧道出口冲出瞬间阳光猛烈涌入画面从极暗到极亮过渡。紧接着驶上跨海大桥海峡两岸的城市在视野中展开。一艘大型集装箱船正从桥下通过桅杆几乎触及桥底。海鸥在桥面上方盘旋。曝光变化剧烈的过渡段。
79,自动驾驶前视摄像头，中国矮寨大桥悬索桥上行驶。桥面距离谷底三百多米。透过桥面护栏可以看到下方悬崖绝壁和蜿蜒的盘山公路。云层在桥面高度飘过桥上半隐在云中。一阵侧风将轻型面包车吹得偏向。远处桥塔耸入云中。悬索在风中微微震动。高空画面令人眩晕。
80,行车记录仪画面，挪威洛达尔隧道全长二十四公里的世界最长公路隧道。隧道内设有蓝色灯光装饰的人工洞厅缓解幽闭感。开过第二个洞厅时前方一辆房车的宽度几乎占满整个车道。超车时两车间距极小。隧道内温度恒定挡风玻璃上的凝结水珠在灯光下闪烁。长隧道单调画面。
81,车载摄像头暴风画面，丹麦厄勒海峡大桥上行驶遭遇风暴。桥面上的风速指示牌闪烁黄色警告。车辆被侧风推动偏离车道方向盘需要持续修正。海浪翻涌越过桥面低处溅起白色水花。前方卡车在风中明显摇摆。远处瑞典海岸在雨雾中模糊不清。画面因风力持续横向抖动。
82,自动驾驶摄像头画面，中国秦岭终南山隧道。全长十八公里的双向隧道内人工模拟蓝天白云的LED天顶照明。前方车流密集隧道内空气可见度降低呈灰蓝色烟雾状。每隔一段有变换的灯光色彩缓解驾驶疲劳。隧道壁上的SOS电话和灭火器箱依次掠过。长距离隧道视觉疲劳感。
83,行车记录仪画面，美国佛罗里达七英里大桥跨越碧蓝色的佛罗里达群岛海域。桥面笔直如箭射向地平线两侧是浅绿色的热带海水。一只鹈鹕低飞掠过挡风玻璃前方。右侧可见废弃的旧桥残存的桥墩如牙齿般排列。远处低矮的珊瑚礁岛屿上棕榈树可见。强烈热带阳光高饱和度画面。
84,车载摄像头画面，中国雅西高速干海子特大桥。桥面高度超过两百米行驶如在空中飘浮。桥下是深邃的峡谷和蜿蜒的大渡河。浓雾从谷底升起吞没桥面能见度瞬间降至数米。驶出雾区后阳光刺眼视野豁然开朗远处更多高架桥穿越在山间。高低温差使镜头起雾边缘模糊。
85,自动驾驶感知画面，冰岛一号公路单车道桥梁。只能容纳一辆车通过需要与对向来车交替使用。前方一辆对向卡车已经驶上桥面需要在桥头等待。冰封的河流在桥下缓缓流淌。桥面结冰钢格栅发出嗡嗡共鸣。远处冰川如白色舌头从山间伸出。寒冷低光画面色调冷蓝。
86,行车记录仪深夜画面，无人的中国西部高速公路。前方是无尽的黑暗中只有车灯照亮的路面和白色标线。一只兔子从路中央起跳消失在路肩草丛。远处偶尔可见对向车辆的大灯从数公里外就清晰可见慢慢变亮再交错闪过。银河在车顶天窗中清晰可见。极暗画面噪点严重。
87,车载摄像头黎明画面，非洲南非花园大道海岸公路。东方天际从黑变为深蓝再到橙红色。一群狒狒坐在路边护栏上看日出。一只大胆的狒狒跳到前方引擎盖上趴在挡风玻璃前向内张望。海面上第一缕阳光照亮了远处的鲸鱼喷水柱。黎明前低光画面逐渐变亮曝光不断调整。
88,自动驾驶摄像头画面，日落时分的美国大峡谷南缘公路。夕阳正从正前方的道路尽头落下如巨大的橙红色球。强烈逆光使整个画面剪影化前方车辆变为黑色轮廓。路边红色岩层在最后光线中深红如血。一只鹰的剪影从太阳前方飞过。传感器严重逆光镜头眩光光晕明显。
89,行车记录仪夜间画面，法国巴黎香榭丽舍大街夜驾。两侧梧桐树上挂满白色小灯如星河。前方凯旋门在灯光中庄严矗立。路面反光映出两排灯光形成对称通道。一对行人突然从两车之间冲出横穿马路。出租车在旁边车道急刹喇叭声响。夜间城市灯光画质带有光晕和色散。
90,车载摄像头日出画面，缅甸蒲甘平原公路。数千座佛塔尖顶从晨雾中刺出在金色朝阳中如魔幻场景。前方一位僧人骑自行车在路中央缓慢行驶橙色僧袍在晨风中飘动。热气球在远处天空中缓缓升起。牛车从田间小路横穿公路。低角度朝阳使画面产生强烈暖色调和长阴影。
