id,prompt
27,"Documentary aerial cinematography, an Indian Holi festival square with thousands of people hurling colored powder at one another. Red, yellow, green, and purple powder forms massive color clouds in the air as the crowd laughs and dances. Camera descends from a high overhead shot down into the middle of the crowd. Everyone's clothes and faces smeared with vibrant colors. A scene bursting with joy and energy. Wide to medium shot."
28,"Film noir style, the interior of a late-night Chicago jazz bar, a Black saxophonist playing with closed eyes in deep immersion. The stage spotlight illuminates his sweat-glistening face, smoke curling slowly through the beam of light. He wears a dark blue suit, fingers moving rapidly over the golden saxophone keys. The audience recedes into shadow. Close-up, slightly low-angle perspective."
29,"Cinematic sports photography, a footballer sliding in for a tackle on a rain-soaked pitch, skidding across the wet grass. Mud, water, and grass shreds spray everywhere, the player's expression focused and resolute. The ball spins in the air, raindrops visible as sharp as silver needles under the floodlights. The crowd in the stands blurs into a wash of light. Ultra slow-motion low-angle side shot."
30,"Humanitarian documentary style, a Himalayan mountain trail in Nepal, an elderly Sherpa man hauling an enormous wicker basket on his back as he labors up the path. His dark, weathered skin deeply creased with wrinkles, wearing a woolen cap, his stout legs planting firmly on each rock. Behind him rise magnificent snow-capped peaks and fluttering prayer flags. Thin clouds drift upward from the valley. Medium shot, front-facing, slightly low angle."
31,"IMAX nature documentary style, a full panorama of Iceland's Skógafoss waterfall, a massive curtain of water cascading from a sixty-meter-high cliff. Water mist forms a rainbow arcing across the front of the falls in the sunlight. A flock of seagulls circles through the spray. Lush green moss covers the cliff walls on either side. Camera slowly tilts upward from the base of the falls to the clifftop panorama."
32,"Cinematic time-lapse, a Saharan Desert sunset, enormous dunes displaying sharply defined golden and deep brown curves under raking sidelight. Wind lifts fine sand from the dune ridges, drifting like golden smoke. A camel caravan silhouette moves slowly along the base of the dunes. The sky gradients from gold-orange to purple-red. Ultra-wide low-angle extreme wide shot."
33,"Nature documentary aerial, a Norwegian fjord in autumn full panorama, camera swooping down from a mountaintop to the emerald water surface. Steep granite cliffs on both sides draped in red and yellow autumn foliage. A white cruise ship advances slowly through the narrow waterway, leaving a V-shaped white wake. Thin mist clings to the mountainsides. Aerial shot rapidly pushing forward and descending."
34,"Cinematic storm photography, a massive supercell thunderstorm on the American Great Plains, rotating and churning across the sky. The dark green cloud base extends a funnel-shaped rotating vortex downward. Lightning flickers frequently within the cloud mass, illuminating its entire structure. In the foreground, an endless golden wheat field sways violently in the wind. Fixed camera, extreme wide shot with time-lapse quality."
35,"Documentary aerial footage, Mount Fuji at winter dawn, camera slowly pushing forward from above the sea of clouds. Fuji's perfect conical silhouette rises from the pink cloud layer, summit snow glistening gold in the morning sun. The cloud sea spreads like cotton to the horizon. A thin wisp of volcanic gas drifts from the peak. Ultra-wide aerial gradually pushing in to medium shot."
36,"Cinematic underwater photography, sunlight penetrating jade-green tropical waters to illuminate the Great Barrier Reef coral formations. Vibrant corals sway gently in the current, schools of clownfish dart among the anemones. Bubbles rise slowly from crevices in the coral. In the distance, a manta ray glides past with its massive wings elegantly outstretched. Camera slowly pushes forward through the coral landscape."
37,"Epic nature photography, the moment of an Alaskan glacier calving — an enormous blue ice slab breaking from the glacier face and plunging into the sea. The resulting splash sends waves tens of meters high, shattered ice scattering in all directions. The glacier surface shows fractures gradating from deep blue to white. Snow-capped mountains stand in silent vigil under a gray-blue sky in the distance. Ultra slow-motion medium shot, front-facing. A breathtaking image."
38,"Aerial documentary style, Jiuzhaigou Valley's Five Flower Lake in autumn, camera shooting straight down from high above. The lake waters swirl in a fantastical mosaic of blue, green, and yellow, with submerged fallen logs clearly visible on the bottom. Surrounding hillsides blaze with red, yellow, orange, and green foliage like an oil painting. A gentle breeze sends fine ripples across the surface shifting the color patterns. Aerial slowly descending with rotation."
39,"Cinematic volcanic photography, Hawaii's Kīlauea volcano at night, molten lava surging and flowing from fissures. Rivers of orange-red lava wind slowly toward the sea, erupting into massive white steam clouds on contact with the water. Hardened black crust on the lava surface glows red from beneath. Stars twinkle in the background sky. Telephoto lens medium shot capturing the lava flow."
40,"Nature film style, the Grand Canyon after a spring thunderstorm, a rainbow arching across the red rock layers above the canyon. Sunlight breaks through the storm clouds forming Tyndall effect light beams. The Colorado River churns and rushes through the canyon floor in a turbid brown-red. Rain-soaked rock walls display even richer, more saturated colors. Helicopter aerial slowly flying along the canyon. Extreme wide shot."
41,"Cinematic motorsport photography, a red Ferrari cornering at high speed on a winding mountain road. The car body leans as tires smoke, engine roaring. Sunlight reflects a blinding glare off the paint. The background is a blurred Mediterranean coastline and cliff-side road barriers. Camera tracking from a helicopter alongside. Ultra slow-motion medium shot capturing the cornering moment."
42,"Documentary aerial footage, a steam train crossing a Scottish Highlands stone viaduct at dusk. White steam billows from the locomotive, dispersing in the golden evening light. The train's deep red carriages contrast with the lush green valley. Below lies a deep gorge with a winding stream. Camera tracks parallel alongside as the train slowly crosses the bridge. Aerial wide shot."
43,"Naval film style, a gray destroyer plowing through towering waves in the stormy North Atlantic. Massive waves strike the bow sending spray dozens of meters high, the hull pitching and heaving in the heavy seas. Dark clouds press down on the ocean surface. Radar antennae on the bridge rotate continuously. Low-angle side shot of the ship cutting through the waves. Dynamic medium shot."
44,"Sci-fi film style, a helicopter flying low over the fog-shrouded Manhattan skyline. Rotor downwash disperses the surrounding fog into swirling vortices. Skyscraper lights form hazy halos in the mist. The helicopter's side door is open, revealing red interior lighting. Camera tracking from another aircraft. Nighttime medium-shot aerial photography."
45,"Documentary style, early morning on Vietnam's Mekong River, a wooden boat loaded with fresh flowers drifts slowly past. The boat is piled high with yellow marigolds and pink lotus flowers, a Vietnamese woman in a conical hat stands at the stern rowing with effort. River mist hangs above the water reflecting the coconut palms lining both banks. Ripples spread gently from the hull. Soft morning light, medium shot, front-facing."
46,"High-end food commercial style, ultra slow-motion capture of a fresh strawberry dropping into milk. The vivid red strawberry hits the surface sending up a crown-shaped splash of milky white liquid, milk droplets scattering in every direction. The strawberry's tiny seeds and surface water beads are crisply visible. A pure black background accentuates the food's colors. High-speed macro close-up, front-facing."
47,"Japanese cuisine film shooting, a sushi chef's hands expertly molding nigiri sushi on a cypress wood counter. Fingertips precisely shaping the vinegared rice, a fresh salmon slice draped over the rice ball. The glistening fish grain texture and individual rice grains are visible up close. The background is a soft blur of a wooden Japanese bar counter and warm lighting. Close-up overhead shot of the hands."
48,"Food commercial cinematic shot, an oven door slowly opening to reveal a golden, flaky French croissant just out of the oven. Steam rises from the pastry's surface, layers of laminated dough distinct and gleaming with butter. Camera pushes outward from inside the oven following the bread's movement. Warm rim lighting traces the croissant's silhouette. Macro close-up in slow motion."
49,"Cinematic storm photography, lightning splitting the night sky and striking a lone oak tree in an open field. The electrical flash illuminates the roiling storm clouds and twisting branches. Rain pours in sheets, forming a silver curtain in the lightning's glare. Leaves thrash violently in the gale. High-speed photography capturing the instant of the lightning fork. Fixed camera, medium shot, front-facing."
50,"Nature documentary style, the aurora borealis dancing across a starlit sky within the Arctic Circle. Green and purple curtains of light billow and fold across the firmament like silk. An ice-covered lake below mirrors the aurora's colors in perfect reflection. A dark silhouette of coniferous forest stands still in the distance. A reindeer ambles slowly across the right side of the frame. Time-lapse capturing the aurora's transformations. Ultra-wide panorama."
51,"Industrial film style, inside a steel mill, a crucible of glowing molten steel pours into a mold. The blazing orange liquid metal flows viscously like lava, sparks showering into the air in a spectacular rain of fire. Workers in protective face shields operate equipment from a distance. The workshop bathes in a red thermal glow. Slow-motion medium side shot of the steel pouring process."
52,"Space documentary style, the moment a launch vehicle ignites and lifts off from the pad. Enormous white smoke billows from beneath the launch platform as orange flames propel the rocket slowly off the tower, accelerating upward. The launch tower fades in and out of the smoke. Ground vibrations send ripples across nearby puddles. Camera shooting upward from ground level tracking the rocket's ascent."
53,"Sports film slow motion, a swimmer launching from the diving platform into the pool. The athlete's body forms a perfect streamlined shape entering the water, the surface breaking into a symmetrical splash. Underwater bubbles envelop the entire body like silver armor. Blue pool light ripples across the body. Split-screen simultaneously showing above and below water perspectives. Ultra slow-motion close-up."
54,"Sports documentary film style, a female marathon runner crossing the Golden Gate Bridge alone at dawn. She wears fluorescent green running shoes, her ponytail bouncing rhythmically with each stride. Morning fog wraps around the bridge towers, the San Francisco skyline faintly visible in the mist beyond. Footsteps kick up a thin spray from the road surface. Low-angle lateral tracking shot. Medium shot."
55,"Experimental film style, a macro capture of a drop of ink falling into clear water and slowly dispersing. The deep blue ink forms a mushroom cloud structure upon contact, tendrils reaching outward in all directions. Subtle currents in the water create ever-shifting fractal patterns. Backlighting renders the ink edges a translucent indigo. Ultra slow-motion front-facing macro close-up."
56,"High-speed photography art, a wine glass shattering against a white background. Shards radiate outward in all directions, the red wine inside forming an elegant liquid sculpture suspended in air. Each fragment catches the ambient light, glittering like diamonds. Time seems frozen at the most beautiful instant of destruction. Ultra slow-motion side shot, close-up."
57,"Period film aesthetic, Chang'an's Zhuque Avenue at dusk during the Tang Dynasty, a cavalry escort flanking a carriage thundering along the wide boulevard. Tall ward walls line both sides, silk lanterns hang from wine houses and teahouses. Horse hooves kick up clouds of yellow dust, banners snap and flutter in the evening wind. Sunset paints the Chang'an city gate tower in gold and crimson. Aerial tracking the mounted column's advance. Cinematic wide shot."
58,"Epic war film style, two cavalry armies charging and clashing on a medieval battlefield shrouded in mist. Armored knights wield swords astride galloping warhorses, steeds whinnying, mud flying from their hooves. Banners sway and topple in the chaos of battle. Morning fog and dust mingle across the field. Camera weaving through the cavalry in pursuit. Handheld cinematography feel, medium shot."
59,"Deep-sea exploration film style, a submersible's searchlights illuminating a swarm of jellyfish in the pitch-black deep ocean. Translucent jellyfish emit blue and purple bioluminescence, tentacles drifting elegantly in the current like a dancer's flowing skirts. More bioluminescent creatures flicker in the darkness beyond. Suspended particles in the water float like stars in the lamplight. Camera slowly pushes forward through the jellyfish cluster."
60,"Documentary underwater photography, a shipwreck encrusted with coral and marine life. A school of silver jack fish forms a swirling vortex around the rusted hull. Sunlight streams down from the surface illuminating the wreck's portholes and railings. Seaweed streams like green ribbons in the current. Camera glides slowly from bow to stern along the ship's length. Medium shot."
61,"Documentary film style, a Thai floating market at dawn, dozens of wooden boats laden with tropical fruits and vegetables drifting slowly along the canal. A Thai woman vendor in a straw hat stands on her boat, reaching out to hand a bunch of mangoes to a tourist on the bank. The water reflects the wooden houses and palm trees lining both shores. Boats gently bump together. Camera pans slowly from a bridge overhead. Wide shot."
62,"Humanistic film photography, Mexico City's Day of the Dead night street, a young Latin woman with elaborate sugar skull face paint and a crown of marigolds walking slowly through a candlelit corridor. Hundreds of candles line the ground flickering, golden marigold petals carpeting the path. Her black dress hem sways with each step. Warm candlelight illuminates the face paint. Medium shot, front-facing tracking."
63,"Sci-fi film concept shot, autonomous flying cars darting through the rain on a future city's elevated highway at night. Raindrops slide off the sleek vehicle bodies, soft blue light emanating from the thruster arrays underneath. Holographic advertisements flicker and distort in the rain curtain. Massive skyscrapers in the distance disappear into low clouds at their summits. Camera weaving through the traffic stream. Cyberpunk color palette."
64,"Hard sci-fi film style, a female astronaut in a white spacesuit floating in zero gravity before a space station observation window. She reaches out to touch the glass, the blue Earth slowly rotating beyond. Green instrument panel lights glow inside the cabin. Her hair floats freely in zero gravity, spread outward. Sunlight from outside the window creates stark light-and-shadow contrast. Close-up side shot."
65,"Concert film footage, an enormous outdoor music festival stage, a rock band performing with high energy. The lead singer stands arms outstretched facing tens of thousands in the audience, stage pyrotechnics shooting golden sparks behind him. A sea of phone flashlights glimmers in the crowd. Massive LED screens display psychedelic visual effects. Camera pushes from behind the stage toward the audience. Extreme wide shot."
66,"Classical music film style, the Vienna Musikverein Golden Hall, a symphony orchestra in performance. The conductor's hands move passionately, coattails flying with his gestures. Violinists' bows move in perfect unison. The Golden Hall's domed ceiling and crystal chandeliers refract warm light. Camera slowly rises from behind the conductor to an overhead shot of the full ensemble. Medium to wide shot."
67,"Artisan documentary style, an elderly ceramist in Kyoto, Japan, seated at a potter's wheel throwing clay. His aged yet powerful hands steadily shape the spinning wet clay, the material rising gradually between his fingers into an elegant vase silhouette. The wheel turns continuously, excess slip splattering off. Natural window light illuminates the workbench from the side. Close-up of the hands, side angle."
68,"Food film style, inside a teppanyaki restaurant, a chef stir-frying beef on a searing hot griddle. Oil sizzles on contact with the heat, flames leap half a meter from the surface. The chef's hands flash twin spatulas, tossing ingredients into the air for a flip. Steam and aromas rise under warm overhead lights. Diners watch intently from the counter opposite. Medium shot, front-facing of the cooking process."
69,"Extreme weather documentary style, a tornado forming and touching down on the American Midwest plains. An enormous funnel cloud spirals downward from a gray-black cloud base, connecting with the ground and lifting dirt and debris into a brown rotating column. Hay from surrounding farmland is sucked upward into the air. Lightning flickers frequently within the cloud mass. Distant telephoto lens, fixed camera. Extreme wide shot."
70,"Natural disaster film quality, an aerial shot of a tsunami wave approaching a Japanese coastline. A gray wall of water over ten meters tall surges toward shore, the crest curling with white foam. Fishing boats in the harbor are shoved and rocked violently by the surge. Spray from the breakwater shoots skyward. The town's buildings are clearly visible under the dark overcast sky in the distance. Aerial wide shot rapidly pushing in to medium shot."
71,"Dance film style, a ballet dancer spinning and leaping on the concrete floor of an abandoned factory. She wears a white tutu, dancing among the rusted steel beams, her skirt unfurling with each turn like a blossoming flower. Dust motes swirl in angled shafts of sunlight from the windows. Her shadow plays fluidly across the mottled walls. Camera orbiting, slow motion. Medium shot."
72,"Flamenco film footage, inside a traditional Seville tavern, a female dancer in a red dress stomping furiously. She raises both hands clicking castanets, her long black hair whipping with each head toss. The red dress skirt flares out in the rapid spins like flame. A guitarist plays passionately from the shadows. A spotlight from above creates dramatic chiaroscuro. Close-up half-body shot."
73,"Tech product cinematic commercial, a silver robotic arm precisely assembling a microchip in a cleanroom. Mechanical fingers pick up tiny components with millimeter precision, placing them onto a circuit board. LED indicator lights reflect blue cold light off the metal surfaces. Rows of identical working robotic arms fill the background. Camera pushes from macro overview to extreme close-up of the assembly process."
74,"Data center documentary style, inside a massive server room with countless blue indicator lights blinking in the darkness like a starfield. The cooling system's airflow ruffles a technician's white lab coat hem. He walks slowly along the towering server cabinet corridors, inspecting equipment. Cool blue light glows from beneath the raised floor. Camera slowly pushes forward from the far end of the corridor, tracking him. Symmetrical composition."
75,"Pastoral film style, golden rice paddies at harvest season, a red combine harvester advancing slowly through the vast field. Cut rice stalks are drawn into the machine, golden grains spraying from the output into a trailer. The setting sun casts long shadows across the paddies. Blue-green mountains rise in the distance beneath drifting white clouds. Aerial shot descending gradually from high above to the side of the harvester."
76,"Documentary photography style, the Yuanyang rice terraces of Yunnan at dawn, a Hani ethnic woman leading a water buffalo along a terrace ridge. Layer upon layer of flooded terraces mirror the pink and purple dawn light like sheets of glass. The buffalo plods forward, hooves splashing mud. Thin mist rises from the valley, threading between the terraces. Alternating aerial and ground-level shots intercut. Extreme wide to medium shot."
77,"Nautical film style, an old sailing ship tossing through towering waves in a violent storm. White sails on three masts strain and billow in the gale, sailors clutching ropes on deck. Waves crash over the gunwales flooding the deck, the hull listing severely. Lightning tears across a gray-black sky. Camera shoots from wave-crest height capturing the ship's rise and fall. Dynamic medium side shot."
78,"Documentary aerial, a red research icebreaker slowly crunching through Antarctic sea ice. The bow smashes through white floes, broken ice chunks rolling and piling along both sides of the hull. An endless white ice plain stretches in every direction. A few penguins peer curiously from a distant ice shelf. The sky carries the distinctive gray-blue palette of the polar regions. Aerial tracking the ship's ice-breaking progress. Wide shot."
79,"Nightscape cinematic photography, the Forbidden City corner tower reflected in its moat under a full moon. Moonlight falls on the golden glazed tiles casting a cool blue shimmer. A breeze wrinkles the water surface, the reflection fracturing into flickering golden shards. Willow branches sway gently in the night wind. Red lanterns on the distant city wall emit a warm yellow glow. Telephoto lens, fixed camera. Medium shot, serene composition."
80,"Nighttime documentary film style, a rainy night on Seoul's Gangnam district streets, pedestrians with umbrellas hurrying past beneath a giant LED display screen. The screen's advertisement forms flowing colorful reflections on the wet pavement. A couple shares a single umbrella, dashing across the road. Red taxi taillights streak long trails of light through the rain. Fixed camera capturing the flow of pedestrians. Medium shot."
81,"Adventure film style, a mountaineer struggling up a Himalayan ridgeline. Wearing a red shell jacket, he climbs step by step along the snow-covered steep ridge. Gusting winds whip up snow plumes scattering from both sides of the ridge. Below, sheer cliffs drop into the abyss. Distant peaks emerge from the cloud sea in a chain of snow-capped summits. Aerial side tracking shot. A dramatic medium shot."
82,"Nature film style, an Alpine summer meadow, a herd of brown-and-white dairy cows grazing leisurely on a lush green hillside. Copper cowbells chime with each movement. Behind them rise snow-capped peaks and a wooden alpine hut. Wildflowers dot the grass, swaying in the breeze. Camera slowly pushes from a distant view into a medium shot of the herd. Soft daylight."
83,"Railway documentary film style, a silver bullet train hurtling through the Japanese countryside in spring. Cherry trees on both sides form a pink tunnel over the tracks, petals swirling upward in the train's slipstream. The train's streamlined nose reflects the sky. Mount Fuji appears and disappears through the cherry blossoms in the distance. Low-angle front-facing shot of the train approaching head-on."
84,"Western film style, a freight train winding through the American West desert. Dozens of rust-red boxcars snake like a serpent through an arid canyon. The diesel locomotive belches black smoke. Flanking the tracks are red rock formations and cacti. Sunset bathes the entire scene in warm orange tones. Aerial side tracking shot paralleling the train. Ultra-wide extreme panorama."
85,"Warm family film style, a little girl in a red coat running through piles of fallen leaves in Central Park in autumn. She spins with arms outstretched laughing, golden leaves kicking up around her like butterflies. Sunlight filters through the yellowing canopy casting dappled shadows. A golden retriever bounds joyfully alongside, chasing leaves. Slow-motion medium tracking shot."
86,"Documentary family film style, a father lifting his small son high and tossing him into the air at the beach at sunset. The boy spreads his limbs mid-air laughing, the father reaching up to catch him. Golden backlighting traces the silhouettes of father and son. Waves lap gently at the shore behind them, the sky a gradient of orange and purple. Slow-motion side medium shot. A warm image."
87,"Space documentary IMAX style, the International Space Station passing over Earth's night side. The station's massive solar panels catch sunlight like golden outstretched wings. City lights below form constellation-like patterns on Earth's surface. A thin blue atmospheric band traces the planet's curvature. The station drifts slowly, the Milky Way clearly visible in the background. Telephoto tracking shot."
88,"Sci-fi film style, an astronaut walking on the lunar surface, first-person tracking shot. Gray regolith lifts in fine particles with each step, falling slowly back down. Earth hangs in the pitch-black sky as a blue-white hemisphere in the distance. The astronaut's white suit reflects blinding light in the sun. Footprints leave clear impressions in the lunar soil. Close-up low-angle tracking shot."
89,"High fashion cinematic commercial, a tall Black supermodel in a flowing gold gown walking across desert dunes. The hem undulates in the desert wind like liquid metal, billowing and turning. She strides with confident power, bare feet leaving prints in the fine sand. Sunset edges her silhouette in gold. Dune curves extend to the horizon in the background. Medium shot, front-facing."
90,"Fashion film shooting, an Asian male model in a black leather jacket riding a vintage motorcycle through Los Angeles streets at night. Street lamps and neon slide across the chrome trim creating streaks of flowing light. His scarf streams in the wind. Camera mounted on the motorcycle's side capturing face and upper body at close range. City lights blur past rapidly in the background. Close-up tracking shot."
91,"Festival documentary film style, fireworks bursting over a Chinese city skyline on New Year's Eve. Gold, red, and green fireworks blossom in rapid succession across the night sky like giant flowers. The river surface mirrors the full sky of firework brilliance. Rows of red lanterns glow beneath ancient building eaves along both banks. Crowds pause on the bridge to gaze upward and cheer. Camera shooting skyward from behind the crowd. Medium to wide shot."
92,"Documentary film style, a Brazilian Rio Carnival parade procession marching through the Sambadrome. Dancers in elaborate feathered costumes passionately swaying their hips to the samba beat. Enormous floats decorated with glittering mirror tiles and colored lights. Confetti and streamers drift from the sky. Tens of thousands cheer and wave from the stands. Camera threading through the dancers. Dynamic medium shot."
93,"Artisan film style, an elderly embroidery artisan in Suzhou working at a frame stitching Suzhou-style silk embroidery. She wears reading glasses, slender fingers threading silk with precise needlework across the silk canvas. The silk thread shimmers with rainbow-like iridescence in the daylight. On the fabric, a crane takes shape with feather details rendered in exquisite precision. Camera pushes from a wide shot to an extreme macro close-up of the needle piercing the silk."
